StoreId,ProductSku,ProductName,ProductDescription,Pricing,DateTimestamp
BM_BM_Amazon Retail,TW_NIK_T-S_BLA_38_113,Nike_T-Shirt,"Nike T-Shirt: Versatile and stylish, perfect for any occasion.",264.41,01/11/2023 16:03:17
BM_BM_Amazon Retail,BW_PUM_CHI_MIN_41_830,Puma_Chinos,Puma Chinos: Stay classy and comfortable with our chinos.,990.78,10/17/2023 18:44:44
BM_BM_Amazon Retail,TW_NIK_T-S_MAG_42_785,Nike_T-Shirt,Nike T-Shirt: Our signature T-shirt for a casual look.,527.84,01/11/2023 09:44:59
BM_BM_Amazon Retail,TW_PUM_HOO_IND_42_008,Puma_Hoodie,"Puma Hoodie: Casual and warm, the perfect combination for fall.",335.65,09/20/2023 19:35:06
BM_BM_Amazon Retail,BW_NIK_CHI_SKY_38_333,Nike_Chinos,Nike Chinos: Casual and cool for those laid-back days.,572.10,11/08/2023 17:13:31
BM_BM_Amazon Retail,TW_NIK_T-S_BLU_37_299,Nike_T-Shirt,Nike T-Shirt: Our signature T-shirt for a casual look.,408.31,07/04/2023 04:16:47
BM_BM_Amazon Retail,BW_REE_JOG_VIO_35_487,Reebok_Joggers,Reebok Joggers: Cozy up with our comfortable and stylish joggers.,802.69,01/19/2023 23:52:30
BM_BM_Amazon Retail,BW_ADI_CHI_WHI_36_484,Adidas_Chinos,Adidas Chinos: Casual and cool for those laid-back days.,762.49,01/03/2023 06:59:34
BM_BM_Amazon Retail,TW_PUM_TAN_TAN_42_747,Puma_Tank Top,Puma Tank Top: Ideal for warm weather and active lifestyles.,636.42,05/05/2023 20:00:00
BM_BM_Amazon Retail,TW_PUM_HOO_TEA_36_388,Puma_Hoodie,"Puma Hoodie: Casual and warm, the perfect combination for fall.",836.58,07/20/2023 11:29:50
BM_BM_Amazon Retail,TW_PUM_T-S_TUR_41_637,Puma_T-Shirt,Puma T-Shirt: Our signature T-shirt for a casual look.,932.89,12/02/2022 18:12:55
BM_BM_Amazon Retail,TW_GUC_POL_GRE_42_665,Gucci_Polo,Gucci Polo: Perfect blend of comfort and sophistication.,510.78,08/26/2023 12:15:32
BM_BM_Amazon Retail,TW_REE_POL_TAN_36_153,Reebok_Polo,Reebok Polo: Perfect blend of comfort and sophistication.,326.35,12/16/2022 06:05:22
BM_BM_Amazon Retail,FW_ADI_HIG_SKY_12_595,Adidas_High Heels,Adidas High Heels: Dress up your outfit with our stylish high heels.,958.94,05/16/2023 20:22:19
BM_BM_Amazon Retail,BW_GUC_SHO_BLA_44_684,Gucci_Shorts,Gucci Shorts: Ideal for warm weather and outdoor activities.,233.62,10/19/2023 22:35:20
BM_BM_Amazon Retail,FW_REE_SAN_ORA_10_895,Reebok_Sandals,Reebok Sandals: Relax in our comfortable sandals.,558.39,10/02/2023 01:02:10
