StoreId,ProductSku,ProductName,ProductDescription,Pricing,DateTimestamp
BM_BM_Amazon Retail,TW_REE_POL_MAR_41_551,Reebok_Polo,Reebok Polo: Perfect blend of comfort and sophistication.,254.75,11/22/2022 02:42:27
BM_BM_Amazon Retail,TW_ADI_T-S_RED_36_517,Adidas_T-Shirt,Adidas T-Shirt: Classic and comfortable for everyday wear.,929.95,05/18/2023 13:24:41
BM_BM_Amazon Retail,FW_NIK_SAN_CYA_10_910,Nike_Sandals,Nike Sandals: Relax in our comfortable sandals.,167.77,09/23/2023 19:17:11
BM_BM_Amazon Retail,TW_ADI_POL_IVO_42_971,Adidas_Polo,Adidas Polo: Our polo shirts redefine casual elegance.,990.48,06/06/2023 11:21:38
BM_BM_Amazon Retail,TW_PUM_T-S_FUC_43_725,Puma_T-Shirt,Puma T-Shirt: Classic and comfortable for everyday wear.,463.71,03/05/2023 14:46:34
BM_BM_Amazon Retail,TW_PUM_TAN_CYA_40_185,Puma_Tank Top,Puma Tank Top: Cool and comfortable tank tops for a laid-back style.,39.56,09/12/2023 16:32:15
BM_BM_Amazon Retail,TW_GUC_LON_ORA_43_224,Gucci_Long Sleeve,Gucci Long Sleeve: Stay warm and trendy with our long sleeve shirts.,420.90,10/12/2023 23:14:41
BM_BM_Amazon Retail,FW_GUC_BOO_GRE_11_055,Gucci_Boot,Gucci Boot: All-weather boots crafted for durability and comfort.,43.52,05/17/2023 11:14:15
BM_BM_Amazon Retail,BW_ADI_JOG_LIM_40_977,Adidas_Joggers,Adidas Joggers: Cozy up with our comfortable and stylish joggers.,757.67,02/11/2023 07:57:32
BM_BM_Amazon Retail,BW_NIK_JEA_GRE_30_644,Nike_Jeans,"Nike Jeans: Versatile and trendy, perfect for any occasion.",300.19,08/06/2023 18:56:21
BM_BM_Amazon Retail,FW_GUC_BOO_TAN_11_997,Gucci_Boot,Gucci Boot: Step out in style with our fashionable boots.,517.55,08/29/2023 19:12:12
BM_BM_Amazon Retail,FW_ADI_SNE_OLI_13_392,Adidas_Sneaker,Adidas Sneaker: Comfort and style combined for your active lifestyle.,359.67,07/23/2023 20:27:17
BM_BM_Amazon Retail,TW_ADI_POL_PUR_38_013,Adidas_Polo,Adidas Polo: Perfect blend of comfort and sophistication.,459.75,04/23/2023 22:06:39
BM_BM_Amazon Retail,BW_GUC_SHO_SKY_43_750,Gucci_Shorts,Gucci Shorts: Stay on-trend with our fashionable shorts collection.,853.42,06/30/2023 13:53:01
BM_BM_Amazon Retail,BW_NIK_JOG_OLI_29_702,Nike_Joggers,Nike Joggers: Stay on-trend with our fashionable joggers collection.,659.36,11/02/2023 12:24:26
BM_BM_Amazon Retail,BW_GUC_JEA_IVO_35_609,Gucci_Jeans,"Gucci Jeans: Versatile and trendy, perfect for any occasion.",10.21,08/07/2023 12:14:03
BM_BM_Amazon Retail,BW_NIK_CHI_SAL_31_805,Nike_Chinos,Nike Chinos: Elevate your style with our fashionable chinos.,513.56,03/24/2023 21:28:54
BM_BM_Amazon Retail,FW_REE_SNE_IVO_11_230,Reebok_Sneaker,Reebok Sneaker: Elevate your performance with our latest technology.,410.54,05/03/2023 01:42:35
BM_BM_Amazon Retail,FW_GUC_BOO_SAL_05_047,Gucci_Boot,Gucci Boot: Durable and ready for any adventure.,544.87,06/11/2023 13:47:33
BM_BM_Amazon Retail,BW_ADI_JEA_MAG_32_154,Adidas_Jeans,Adidas Jeans: Classic and comfortable for everyday wear.,966.36,03/03/2023 08:26:11
BM_BM_Amazon Retail,BW_GUC_JOG_PLU_42_206,Gucci_Joggers,Gucci Joggers: Stay on-trend with our fashionable joggers collection.,903.20,10/17/2023 17:51:57
BM_BM_Amazon Retail,BW_REE_CHI_SIL_32_708,Reebok_Chinos,Reebok Chinos: Stay classy and comfortable with our chinos.,321.19,03/07/2023 09:56:18
BM_BM_Amazon Retail,FW_REE_SAN_MAR_05_358,Reebok_Sandals,Reebok Sandals: Perfect for a day at the beach or a casual stroll.,875.24,10/24/2023 11:48:09
BM_BM_Amazon Retail,BW_ADI_JOG_SAL_33_504,Adidas_Joggers,Adidas Joggers: Stay on-trend with our fashionable joggers collection.,149.26,11/06/2023 15:42:40
BM_BM_Amazon Retail,FW_PUM_SNE_SIL_08_651,Puma_Sneaker,Puma Sneaker: Elevate your performance with our latest technology.,667.83,05/20/2023 20:47:47
BM_BM_Amazon Retail,FW_NIK_HIG_MAR_05_201,Nike_High Heels,Nike High Heels: Sleek and modern design for a chic appearance.,211.86,08/06/2023 13:03:25
BM_BM_Amazon Retail,BW_GUC_CHI_BLU_40_119,Gucci_Chinos,Gucci Chinos: Casual and cool for those laid-back days.,399.83,12/10/2022 23:42:16
BM_BM_Amazon Retail,BW_REE_CHI_SIL_44_815,Reebok_Chinos,Reebok Chinos: Elevate your style with our fashionable chinos.,974.65,09/19/2023 07:58:13
BM_BM_Amazon Retail,TW_PUM_LON_SIL_40_052,Puma_Long Sleeve,Puma Long Sleeve: Casual and cool for those chilly days.,210.04,05/20/2023 11:02:44
BM_BM_Amazon Retail,TW_REE_POL_PUR_36_644,Reebok_Polo,Reebok Polo: Our polo shirts redefine casual elegance.,112.48,03/16/2023 08:20:05
BM_BM_Amazon Retail,TW_PUM_T-S_FUC_37_021,Puma_T-Shirt,Puma T-Shirt: Our signature T-shirt for a casual look.,18.70,06/25/2023 00:45:25
BM_BM_Amazon Retail,TW_PUM_POL_OLI_37_136,Puma_Polo,Puma Polo: Perfect blend of comfort and sophistication.,987.88,07/07/2023 11:27:16
BM_BM_Amazon Retail,BW_ADI_SHO_IVO_35_301,Adidas_Shorts,Adidas Shorts: Cool and comfortable shorts for a relaxed style.,127.28,08/31/2023 00:34:50
BM_BM_Amazon Retail,TW_ADI_TAN_AZU_38_653,Adidas_Tank Top,Adidas Tank Top: Ideal for warm weather and active lifestyles.,578.07,11/04/2023 17:04:33
BM_BM_Amazon Retail,TW_NIK_LON_IVO_39_388,Nike_Long Sleeve,Nike Long Sleeve: Casual and cool for those chilly days.,512.35,12/10/2022 22:44:47
BM_BM_Amazon Retail,BW_REE_JOG_SIL_34_215,Reebok_Joggers,Reebok Joggers: Cozy up with our comfortable and stylish joggers.,179.80,01/05/2023 04:31:01
BM_BM_Amazon Retail,BW_ADI_JEA_GOL_42_821,Adidas_Jeans,Adidas Jeans: Our signature jeans for a stylish look.,705.93,01/07/2023 05:14:39
BM_BM_Amazon Retail,TW_NIK_TAN_ORC_39_294,Nike_Tank Top,Nike Tank Top: Ideal for warm weather and active lifestyles.,587.46,04/16/2023 14:41:03
BM_BM_Amazon Retail,FW_NIK_SAN_AZU_12_178,Nike_Sandals,Nike Sandals: Perfect for a day at the beach or a casual stroll.,812.09,09/12/2023 11:36:56
BM_BM_Amazon Retail,FW_PUM_SAN_GRE_08_360,Puma_Sandals,Puma Sandals: Perfect for a day at the beach or a casual stroll.,252.90,02/23/2023 03:18:42
