StoreId,ProductSku,ProductName,ProductDescription,Pricing,DateTimestamp
AR_Misiones_Decathalon,BW_ADI_JOG_FUC_43_018,Adidas_Joggers,Adidas Joggers: Cozy up with our comfortable and stylish joggers.,253.24,04/01/2023 05:11:22
AR_Misiones_Decathalon,BW_GUC_CHI_SIL_44_390,Gucci_Chinos,Gucci Chinos: Elevate your style with our fashionable chinos.,706.86,09/18/2023 23:44:29
AR_Misiones_Decathalon,FW_GUC_BOO_OLI_10_897,Gucci_Boot,Gucci Boot: All-weather boots crafted for durability and comfort.,484.08,01/17/2023 15:26:19
AR_Misiones_Decathalon,FW_PUM_BOO_WHI_09_493,Puma_Boot,Puma Boot: Durable and ready for any adventure.,516.96,11/26/2022 16:49:30
AR_Misiones_Decathalon,TW_PUM_HOO_VIO_43_228,Puma_Hoodie,Puma Hoodie: Cozy up with our comfortable and stylish hoodies.,454.19,06/27/2023 22:37:12
AR_Misiones_Decathalon,BW_REE_SHO_IVO_32_678,Reebok_Shorts,Reebok Shorts: Cool and comfortable shorts for a relaxed style.,903.88,01/25/2023 05:32:45
AR_Misiones_Decathalon,BW_NIK_JOG_TAN_43_564,Nike_Joggers,Nike Joggers: Cozy up with our comfortable and stylish joggers.,791.77,04/25/2023 13:56:47
AR_Misiones_Decathalon,FW_ADI_LOA_AZU_06_773,Adidas_Loafer,Adidas Loafer: Classic loafers for a timeless look.,160.43,02/10/2023 22:19:27
AR_Misiones_Decathalon,TW_NIK_T-S_MAR_41_473,Nike_T-Shirt,Nike T-Shirt: Classic and comfortable for everyday wear.,709.47,05/19/2023 10:32:25
AR_Misiones_Decathalon,FW_REE_HIG_LAV_10_969,Reebok_High Heels,Reebok High Heels: Elegant high heels to make a statement.,357.38,12/24/2022 17:59:38
AR_Misiones_Decathalon,TW_NIK_LON_TUR_40_080,Nike_Long Sleeve,Nike Long Sleeve: Stay warm and trendy with our long sleeve shirts.,648.16,01/08/2023 07:32:27
AR_Misiones_Decathalon,BW_PUM_CHI_RED_40_275,Puma_Chinos,Puma Chinos: Stay classy and comfortable with our chinos.,27.98,06/17/2023 19:25:34
AR_Misiones_Decathalon,BW_REE_JOG_TEA_34_961,Reebok_Joggers,Reebok Joggers: Casual and perfect for your active lifestyle.,845.34,12/06/2022 02:08:32
AR_Misiones_Decathalon,BW_NIK_JOG_WHI_41_127,Nike_Joggers,Nike Joggers: Cozy up with our comfortable and stylish joggers.,148.43,10/09/2023 05:16:43
AR_Misiones_Decathalon,BW_REE_SHO_PUR_34_981,Reebok_Shorts,Reebok Shorts: Cool and comfortable shorts for a relaxed style.,486.40,02/17/2023 23:09:16
AR_Misiones_Decathalon,FW_PUM_LOA_PUR_09_543,Puma_Loafer,Puma Loafer: Classic loafers for a timeless look.,283.87,11/27/2022 04:29:29
AR_Misiones_Decathalon,TW_PUM_LON_WHI_36_498,Puma_Long Sleeve,Puma Long Sleeve: Elevate your style with our fashionable long sleeves.,242.36,01/23/2023 05:44:22
AR_Misiones_Decathalon,BW_REE_SHO_SAL_33_634,Reebok_Shorts,Reebok Shorts: Cool and comfortable shorts for a relaxed style.,900.50,05/08/2023 05:39:34
AR_Misiones_Decathalon,TW_PUM_HOO_CYA_40_693,Puma_Hoodie,Puma Hoodie: Cozy up with our comfortable and stylish hoodies.,348.54,08/19/2023 09:04:29
AR_Misiones_Decathalon,FW_NIK_SAN_BLU_10_635,Nike_Sandals,Nike Sandals: Relax in our comfortable sandals.,485.44,05/06/2023 12:01:55
AR_Misiones_Decathalon,FW_PUM_BOO_ORC_07_766,Puma_Boot,Puma Boot: Durable and ready for any adventure.,645.92,10/30/2023 08:26:09
AR_Misiones_Decathalon,BW_REE_JOG_SAL_40_774,Reebok_Joggers,Reebok Joggers: Stay on-trend with our fashionable joggers collection.,885.36,02/16/2023 19:34:35
AR_Misiones_Decathalon,BW_REE_JEA_PLU_28_264,Reebok_Jeans,Reebok Jeans: Classic and comfortable for everyday wear.,53.02,10/13/2023 10:25:03
AR_Misiones_Decathalon,BW_NIK_CHI_RED_43_080,Nike_Chinos,Nike Chinos: Stay classy and comfortable with our chinos.,183.35,08/08/2023 09:39:48
AR_Misiones_Decathalon,TW_GUC_LON_IND_42_241,Gucci_Long Sleeve,Gucci Long Sleeve: Casual and cool for those chilly days.,832.07,06/23/2023 16:18:01
AR_Misiones_Decathalon,TW_NIK_HOO_YEL_43_389,Nike_Hoodie,Nike Hoodie: Stay on-trend with our fashionable hoodie collection.,510.68,02/19/2023 16:27:09
AR_Misiones_Decathalon,FW_ADI_HIG_SKY_08_653,Adidas_High Heels,Adidas High Heels: Dress up your outfit with our stylish high heels.,574.69,12/10/2022 23:57:13
AR_Misiones_Decathalon,BW_PUM_JEA_SKY_34_281,Puma_Jeans,Puma Jeans: Our signature jeans for a stylish look.,230.59,08/14/2023 02:20:04
AR_Misiones_Decathalon,FW_GUC_SNE_SIL_13_339,Gucci_Sneaker,Gucci Sneaker: Comfort and style combined for your active lifestyle.,860.60,04/04/2023 09:15:01
AR_Misiones_Decathalon,BW_GUC_CHI_VIO_37_371,Gucci_Chinos,Gucci Chinos: Elevate your style with our fashionable chinos.,203.43,11/16/2023 11:27:26
AR_Misiones_Decathalon,TW_NIK_POL_IVO_38_520,Nike_Polo,Nike Polo: Timeless polo design for a sporty yet refined look.,685.22,04/21/2023 07:08:31
AR_Misiones_Decathalon,BW_PUM_JEA_MAG_42_058,Puma_Jeans,Puma Jeans: Classic and comfortable for everyday wear.,7.37,01/10/2023 16:35:34
AR_Misiones_Decathalon,TW_PUM_POL_GOL_41_653,Puma_Polo,Puma Polo: Perfect blend of comfort and sophistication.,954.63,11/22/2022 03:35:58
AR_Misiones_Decathalon,FW_PUM_HIG_BLU_09_292,Puma_High Heels,Puma High Heels: Elegant high heels to make a statement.,915.47,03/28/2023 22:09:43
AR_Misiones_Decathalon,TW_ADI_POL_TUR_39_749,Adidas_Polo,Adidas Polo: Perfect blend of comfort and sophistication.,366.80,09/12/2023 07:57:37
