StoreId,ProductSku,ProductName,ProductDescription,Pricing,DateTimestamp
BF_Plateau-Central_Amazon Retail,TW_PUM_HOO_BLU_41_774,Puma_Hoodie,"Puma Hoodie: Casual and warm, the perfect combination for fall.",469.85,08/13/2023 12:13:17
BF_Plateau-Central_Amazon Retail,FW_GUC_LOA_TUR_13_809,Gucci_Loafer,Gucci Loafer: Classic loafers for a timeless look.,538.29,12/05/2022 18:44:06
BF_Plateau-Central_Amazon Retail,FW_NIK_SAN_GOL_05_215,Nike_Sandals,Nike Sandals: Perfect for a day at the beach or a casual stroll.,124.89,01/21/2023 22:57:51
BF_Plateau-Central_Amazon Retail,TW_NIK_T-S_PLU_42_504,Nike_T-Shirt,Nike T-Shirt: Our signature T-shirt for a casual look.,890.48,05/31/2023 18:53:39
BF_Plateau-Central_Amazon Retail,FW_REE_HIG_RED_10_493,Reebok_High Heels,Reebok High Heels: Dress up your outfit with our stylish high heels.,150.82,02/15/2023 01:52:49
BF_Plateau-Central_Amazon Retail,TW_NIK_T-S_PUR_40_883,Nike_T-Shirt,Nike T-Shirt: Our signature T-shirt for a casual look.,57.73,06/04/2023 08:34:10
BF_Plateau-Central_Amazon Retail,TW_NIK_LON_GRE_39_160,Nike_Long Sleeve,Nike Long Sleeve: Elevate your style with our fashionable long sleeves.,687.68,05/12/2023 07:00:50
BF_Plateau-Central_Amazon Retail,TW_GUC_T-S_TUR_38_947,Gucci_T-Shirt,"Gucci T-Shirt: Versatile and stylish, perfect for any occasion.",774.94,04/08/2023 10:05:47
BF_Plateau-Central_Amazon Retail,BW_ADI_CHI_FUC_30_160,Adidas_Chinos,Adidas Chinos: Elevate your style with our fashionable chinos.,949.48,01/12/2023 19:38:25
BF_Plateau-Central_Amazon Retail,TW_NIK_T-S_OLI_37_154,Nike_T-Shirt,"Nike T-Shirt: Versatile and stylish, perfect for any occasion.",272.72,02/25/2023 03:38:49
BF_Plateau-Central_Amazon Retail,FW_ADI_SNE_IND_12_609,Adidas_Sneaker,Adidas Sneaker: Innovative design for the modern athlete.,114.04,07/21/2023 03:53:28
BF_Plateau-Central_Amazon Retail,FW_NIK_HIG_IND_07_039,Nike_High Heels,Nike High Heels: Sleek and modern design for a chic appearance.,709.05,09/25/2023 00:34:25
BF_Plateau-Central_Amazon Retail,FW_NIK_BOO_IVO_07_993,Nike_Boot,Nike Boot: All-weather boots crafted for durability and comfort.,779.16,02/25/2023 15:02:44
BF_Plateau-Central_Amazon Retail,FW_ADI_LOA_FUC_09_294,Adidas_Loafer,Adidas Loafer: Versatile design for both casual and formal occasions.,559.93,06/21/2023 17:29:37
BF_Plateau-Central_Amazon Retail,FW_GUC_HIG_OLI_08_912,Gucci_High Heels,Gucci High Heels: Sleek and modern design for a chic appearance.,508.78,01/11/2023 03:13:08
BF_Plateau-Central_Amazon Retail,FW_NIK_SNE_PIN_09_925,Nike_Sneaker,Nike Sneaker: Comfort and style combined for your active lifestyle.,795.51,06/13/2023 00:39:57
BF_Plateau-Central_Amazon Retail,TW_PUM_T-S_IND_39_136,Puma_T-Shirt,Puma T-Shirt: Our signature T-shirt for a casual look.,247.17,04/22/2023 07:07:06
BF_Plateau-Central_Amazon Retail,TW_REE_LON_TUR_36_147,Reebok_Long Sleeve,Reebok Long Sleeve: Elevate your style with our fashionable long sleeves.,327.96,01/03/2023 21:14:32
BF_Plateau-Central_Amazon Retail,TW_NIK_LON_MAG_40_641,Nike_Long Sleeve,Nike Long Sleeve: Stay warm and trendy with our long sleeve shirts.,997.46,03/21/2023 10:48:51
BF_Plateau-Central_Amazon Retail,FW_ADI_HIG_MAG_07_938,Adidas_High Heels,Adidas High Heels: Sleek and modern design for a chic appearance.,125.77,01/20/2023 07:58:50
BF_Plateau-Central_Amazon Retail,FW_PUM_SAN_LAV_05_471,Puma_Sandals,Puma Sandals: Relax in our comfortable sandals.,810.81,06/20/2023 01:44:35
BF_Plateau-Central_Amazon Retail,FW_REE_LOA_GRE_07_823,Reebok_Loafer,Reebok Loafer: Classic loafers for a timeless look.,414.75,03/03/2023 05:16:06
BF_Plateau-Central_Amazon Retail,FW_PUM_BOO_RED_12_756,Puma_Boot,Puma Boot: All-weather boots crafted for durability and comfort.,542.50,10/12/2023 09:52:53
BF_Plateau-Central_Amazon Retail,TW_GUC_TAN_BLU_38_717,Gucci_Tank Top,Gucci Tank Top: Show off those muscles with our trendy tank tops.,848.08,01/24/2023 16:20:41
BF_Plateau-Central_Amazon Retail,FW_GUC_SAN_VIO_07_252,Gucci_Sandals,Gucci Sandals: Relax in our comfortable sandals.,994.38,06/22/2023 03:47:55
BF_Plateau-Central_Amazon Retail,FW_GUC_BOO_PLU_06_202,Gucci_Boot,Gucci Boot: Step out in style with our fashionable boots.,701.95,11/09/2023 04:09:12
BF_Plateau-Central_Amazon Retail,FW_ADI_HIG_GRE_07_785,Adidas_High Heels,Adidas High Heels: Sleek and modern design for a chic appearance.,99.99,09/27/2023 13:22:16
BF_Plateau-Central_Amazon Retail,TW_PUM_POL_PLU_43_691,Puma_Polo,Puma Polo: Perfect blend of comfort and sophistication.,145.35,10/08/2023 02:58:25
