StoreId,ProductSku,ProductName,ProductDescription,Pricing,DateTimestamp
AR_Misiones_Decathalon,BW_PUM_CHI_FUC_30_923,Puma_Chinos,Puma Chinos: Casual and cool for those laid-back days.,286.87,08/06/2023 16:54:07
AR_Misiones_Decathalon,BW_NIK_JEA_GOL_41_081,Nike_Jeans,Nike Jeans: Our signature jeans for a stylish look.,237.24,02/09/2023 12:43:55
AR_Misiones_Decathalon,TW_PUM_POL_PLU_39_216,Puma_Polo,Puma Polo: Timeless polo design for a sporty yet refined look.,240.31,10/06/2023 03:04:21
AR_Misiones_Decathalon,BW_NIK_CHI_MAR_42_983,Nike_Chinos,Nike Chinos: Stay classy and comfortable with our chinos.,233.51,06/02/2023 10:18:49
AR_Misiones_Decathalon,TW_ADI_POL_PUR_42_098,Adidas_Polo,Adidas Polo: Timeless polo design for a sporty yet refined look.,630.80,06/24/2023 15:38:58
AR_Misiones_Decathalon,TW_PUM_T-S_LAV_39_439,Puma_T-Shirt,"Puma T-Shirt: Versatile and stylish, perfect for any occasion.",278.94,01/09/2023 17:16:55
AR_Misiones_Decathalon,FW_NIK_SNE_IND_05_415,Nike_Sneaker,Nike Sneaker: Comfort and style combined for your active lifestyle.,636.10,05/21/2023 10:41:18
AR_Misiones_Decathalon,TW_PUM_TAN_OLI_39_378,Puma_Tank Top,Puma Tank Top: Ideal for warm weather and active lifestyles.,485.82,10/19/2023 05:07:15
AR_Misiones_Decathalon,FW_NIK_HIG_GOL_08_148,Nike_High Heels,Nike High Heels: Sleek and modern design for a chic appearance.,570.27,03/07/2023 18:25:43
AR_Misiones_Decathalon,FW_GUC_SAN_RED_13_664,Gucci_Sandals,Gucci Sandals: Adjustable straps for a personalized fit.,3.03,05/18/2023 16:03:31
AR_Misiones_Decathalon,TW_GUC_LON_WHI_39_358,Gucci_Long Sleeve,Gucci Long Sleeve: Stay warm and trendy with our long sleeve shirts.,611.91,04/16/2023 12:55:21
AR_Misiones_Decathalon,TW_REE_TAN_MAG_40_446,Reebok_Tank Top,Reebok Tank Top: Cool and comfortable tank tops for a laid-back style.,372.56,08/08/2023 00:15:32
AR_Misiones_Decathalon,FW_ADI_LOA_ORC_12_289,Adidas_Loafer,Adidas Loafer: Versatile design for both casual and formal occasions.,575.32,12/02/2022 09:09:58
AR_Misiones_Decathalon,TW_REE_TAN_IND_40_703,Reebok_Tank Top,Reebok Tank Top: Cool and comfortable tank tops for a laid-back style.,46.47,04/26/2023 04:04:37
AR_Misiones_Decathalon,TW_REE_T-S_CYA_39_752,Reebok_T-Shirt,Reebok T-Shirt: Classic and comfortable for everyday wear.,886.97,06/17/2023 22:47:25
AR_Misiones_Decathalon,FW_PUM_LOA_GOL_13_181,Puma_Loafer,Puma Loafer: Step into sophistication with our loafers.,948.53,03/06/2023 22:50:31
AR_Misiones_Decathalon,BW_GUC_JEA_LAV_41_637,Gucci_Jeans,Gucci Jeans: Our signature jeans for a stylish look.,431.84,02/03/2023 17:27:56
AR_Misiones_Decathalon,FW_GUC_BOO_MAR_08_052,Gucci_Boot,Gucci Boot: Durable and ready for any adventure.,445.68,04/13/2023 19:16:27
AR_Misiones_Decathalon,FW_GUC_SNE_BLU_05_204,Gucci_Sneaker,Gucci Sneaker: Innovative design for the modern athlete.,507.73,01/17/2023 01:15:55
AR_Misiones_Decathalon,FW_PUM_SAN_GRE_10_892,Puma_Sandals,Puma Sandals: Relax in our comfortable sandals.,897.71,11/06/2023 18:44:16
AR_Misiones_Decathalon,FW_ADI_SNE_SKY_13_698,Adidas_Sneaker,Adidas Sneaker: Elevate your performance with our latest technology.,224.15,11/06/2023 11:59:42
AR_Misiones_Decathalon,TW_PUM_T-S_MAR_43_113,Puma_T-Shirt,Puma T-Shirt: Classic and comfortable for everyday wear.,844.64,04/19/2023 07:10:33
AR_Misiones_Decathalon,TW_REE_T-S_BLU_38_995,Reebok_T-Shirt,"Reebok T-Shirt: Versatile and stylish, perfect for any occasion.",140.93,07/10/2023 16:23:32
AR_Misiones_Decathalon,BW_NIK_JOG_RED_44_926,Nike_Joggers,Nike Joggers: Stay on-trend with our fashionable joggers collection.,593.21,05/25/2023 06:30:48
AR_Misiones_Decathalon,TW_REE_TAN_TAN_40_233,Reebok_Tank Top,Reebok Tank Top: Ideal for warm weather and active lifestyles.,510.33,12/26/2022 01:48:54
