StoreId,ProductSku,ProductName,ProductDescription,Pricing,DateTimestamp
BM_BM_Decathalon,TW_PUM_TAN_BLA_38_984,Puma_Tank Top,Puma Tank Top: Show off those muscles with our trendy tank tops.,690.85,11/30/2022 04:01:37
BM_BM_Decathalon,FW_REE_HIG_LAV_05_256,Reebok_High Heels,Reebok High Heels: Dress up your outfit with our stylish high heels.,138.40,03/28/2023 14:28:44
BM_BM_Decathalon,TW_PUM_T-S_SIL_40_163,Puma_T-Shirt,"Puma T-Shirt: Versatile and stylish, perfect for any occasion.",731.89,07/24/2023 07:53:19
BM_BM_Decathalon,TW_PUM_TAN_YEL_43_100,Puma_Tank Top,Puma Tank Top: Show off those muscles with our trendy tank tops.,77.80,09/05/2023 03:11:11
BM_BM_Decathalon,BW_ADI_SHO_PLU_40_268,Adidas_Shorts,Adidas Shorts: Cool and comfortable shorts for a relaxed style.,517.57,05/02/2023 14:50:28
BM_BM_Decathalon,FW_NIK_BOO_IVO_12_281,Nike_Boot,Nike Boot: All-weather boots crafted for durability and comfort.,416.18,09/15/2023 13:51:15
BM_BM_Decathalon,FW_PUM_HIG_CYA_08_896,Puma_High Heels,Puma High Heels: Elegant high heels to make a statement.,661.39,05/28/2023 08:43:57
BM_BM_Decathalon,BW_REE_CHI_ORA_35_637,Reebok_Chinos,Reebok Chinos: Stay classy and comfortable with our chinos.,603.76,03/03/2023 08:10:24
BM_BM_Decathalon,BW_NIK_SHO_ORA_43_267,Nike_Shorts,Nike Shorts: Cool and comfortable shorts for a relaxed style.,423.28,12/13/2022 22:40:38
BM_BM_Decathalon,BW_NIK_CHI_TAN_38_470,Nike_Chinos,Nike Chinos: Elevate your style with our fashionable chinos.,925.36,01/04/2023 14:45:21
BM_BM_Decathalon,TW_ADI_POL_SAL_39_514,Adidas_Polo,Adidas Polo: Our polo shirts redefine casual elegance.,863.48,05/28/2023 07:58:32
BM_BM_Decathalon,FW_GUC_SNE_SIL_12_539,Gucci_Sneaker,Gucci Sneaker: Elevate your performance with our latest technology.,896.34,02/08/2023 17:46:55
BM_BM_Decathalon,BW_ADI_CHI_SAL_41_271,Adidas_Chinos,Adidas Chinos: Elevate your style with our fashionable chinos.,924.57,04/06/2023 10:31:20
BM_BM_Decathalon,FW_NIK_SNE_TAN_13_928,Nike_Sneaker,Nike Sneaker: Innovative design for the modern athlete.,494.23,09/21/2023 12:29:03
BM_BM_Decathalon,BW_REE_JOG_YEL_28_795,Reebok_Joggers,Reebok Joggers: Stay on-trend with our fashionable joggers collection.,954.14,01/15/2023 15:35:51
BM_BM_Decathalon,TW_GUC_POL_TUR_44_165,Gucci_Polo,Gucci Polo: Perfect blend of comfort and sophistication.,832.42,02/28/2023 07:49:38
BM_BM_Decathalon,FW_GUC_LOA_GRE_05_835,Gucci_Loafer,Gucci Loafer: Classic loafers for a timeless look.,919.62,12/10/2022 06:11:52
BM_BM_Decathalon,FW_REE_LOA_IND_07_094,Reebok_Loafer,Reebok Loafer: Step into sophistication with our loafers.,179.60,07/24/2023 13:39:26
BM_BM_Decathalon,BW_PUM_JEA_PLU_38_539,Puma_Jeans,Puma Jeans: Classic and comfortable for everyday wear.,789.03,10/30/2023 00:42:29
BM_BM_Decathalon,BW_GUC_JEA_ORC_36_471,Gucci_Jeans,Gucci Jeans: Our signature jeans for a stylish look.,205.14,11/07/2023 22:05:15
BM_BM_Decathalon,FW_NIK_SNE_GRE_10_487,Nike_Sneaker,Nike Sneaker: Elevate your performance with our latest technology.,739.09,12/21/2022 16:59:39
BM_BM_Decathalon,TW_ADI_LON_GOL_39_548,Adidas_Long Sleeve,Adidas Long Sleeve: Casual and cool for those chilly days.,949.13,11/12/2023 19:49:41
BM_BM_Decathalon,BW_REE_CHI_VIO_31_371,Reebok_Chinos,Reebok Chinos: Elevate your style with our fashionable chinos.,783.18,06/29/2023 21:57:34
BM_BM_Decathalon,FW_PUM_HIG_MAR_13_606,Puma_High Heels,Puma High Heels: Elegant high heels to make a statement.,435.18,11/26/2022 02:02:45
BM_BM_Decathalon,TW_ADI_HOO_SIL_44_425,Adidas_Hoodie,"Adidas Hoodie: Casual and warm, the perfect combination for fall.",4.77,06/22/2023 17:47:26
BM_BM_Decathalon,FW_REE_SNE_IVO_07_505,Reebok_Sneaker,Reebok Sneaker: Elevate your performance with our latest technology.,62.34,10/04/2023 12:37:54
BM_BM_Decathalon,BW_GUC_SHO_LAV_38_234,Gucci_Shorts,Gucci Shorts: Ideal for warm weather and outdoor activities.,536.22,06/03/2023 01:13:21
BM_BM_Decathalon,TW_GUC_T-S_TEA_43_073,Gucci_T-Shirt,Gucci T-Shirt: Classic and comfortable for everyday wear.,213.33,08/30/2023 10:29:25
BM_BM_Decathalon,FW_REE_BOO_MIN_07_805,Reebok_Boot,Reebok Boot: Durable and ready for any adventure.,864.13,03/20/2023 00:44:30
